,berry,observation_date,main_tree_type,forest_development_class,x,y,year,month,day,week_number,monthday,year-month-day,xy,lat,lon,latlon,region
843,bilberry,2020-08-03,pine,plantation,430000,7370000,2020,8,3,32,803,2020-08-03,430000-7370000,66.44148462303215,25.43038200938423,66.441484623032-25.430382009384-2020-08-03-bilberry,Lapland
844,bilberry,2020-08-03,mixed,old,430000,7370000,2020,8,3,32,803,2020-08-03,430000-7370000,66.44148462303215,25.43038200938423,66.441484623032-25.430382009384-2020-08-03-bilberry,Lapland
845,bilberry,2020-07-27,pine,plantation,400000,7340000,2020,7,27,31,727,2020-07-27,400000-7340000,66.16434702000291,24.78205611550381,66.164347020003-24.782056115504-2020-07-27-bilberry,Lapland
846,bilberry,2020-07-27,mixed,old,420000,7370000,2020,7,27,31,727,2020-07-27,420000-7370000,66.43907115539295,25.206277537213545,66.439071155393-25.206277537214-2020-07-27-bilberry,Lapland
847,bilberry,2020-07-20,pine,old,360000,6690000,2020,7,20,30,720,2020-07-20,360000-6690000,60.32231997872063,24.464913011267907,60.322319978721-24.464913011268-2020-07-20-bilberry,Uusimaa
848,bilberry,2020-08-13,pine,old,410000,7520000,2020,8,13,33,813,2020-08-13,410000-7520000,67.78100000789527,24.866921400142708,67.781000007895-24.866921400143-2020-08-13-bilberry,Lapland
849,bilberry,2020-08-18,pine,old,550000,6970000,2020,8,18,34,818,2020-08-18,550000-6970000,62.85665612784396,27.982352361345544,62.856656127844-27.982352361346-2020-08-18-bilberry,Northern Savo
850,bilberry,2020-08-03,spruce,seedling,500000,7080000,2020,8,3,32,803,2020-08-03,500000-7080000,63.84731663524114,27.00001566231386,63.847316635241-27.000015662314-2020-08-03-bilberry,Northern Savo
851,lingonberry,2020-08-12,spruce,seedling,500000,7080000,2020,8,12,33,812,2020-08-12,500000-7080000,63.84731663524114,27.00001566231386,63.847316635241-27.000015662314-2020-08-12-lingonberry,Northern Savo
852,cloudberry,2020-07-22,pine,old,500000,7080000,2020,7,22,30,722,2020-07-22,500000-7080000,63.84731663524114,27.00001566231386,63.847316635241-27.000015662314-2020-07-22-cloudberry,Northern Savo
853,cloudberry,2020-07-15,pine,seedling,560000,7140000,2020,7,15,29,715,2020-07-15,560000-7140000,64.38048024361466,28.24371734921556,64.380480243615-28.243717349216-2020-07-15-cloudberry,Kainuu
854,cloudberry,2020-07-18,pine,clearing,400000,7080000,2020,7,18,29,718,2020-07-18,400000-7080000,63.83303363742151,24.967397132992232,63.833033637422-24.967397132992-2020-07-18-cloudberry,Northern Ostrobothnia
855,cloudberry,2020-07-20,pine,clearing,440000,7420000,2020,7,20,30,720,2020-07-20,440000-7420000,66.89199087077091,25.629913212991426,66.891990870771-25.629913212991-2020-07-20-cloudberry,Lapland
