,berry,observation_date,main_tree_type,forest_development_class,x,y,year,month,day,week_number,monthday,year-month-day,xy,lat,lon,latlon,region
574,bilberry,2022-07-27,pine,plantation,490000,7320000,2022,7,27,30,727,2022-07-27,490000-7320000,66.00064797850246,26.77968780762232,66.000647978502-26.779687807622-2022-07-27-bilberry,Lapland
575,cloudberry,2022-07-27,pine,plantation,490000,7320000,2022,7,27,30,727,2022-07-27,490000-7320000,66.00064797850246,26.77968780762232,66.000647978502-26.779687807622-2022-07-27-cloudberry,Lapland
576,cloudberry,2021-07-24,birch,seedling,490000,7320000,2021,7,24,29,724,2021-07-24,490000-7320000,66.00064797850246,26.77968780762232,66.000647978502-26.779687807622-2021-07-24-cloudberry,Lapland
577,cloudberry,2020-07-23,birch,seedling,490000,7320000,2020,7,23,30,723,2020-07-23,490000-7320000,66.00064797850246,26.77968780762232,66.000647978502-26.779687807622-2020-07-23-cloudberry,Lapland
578,bilberry,2022-07-11,pine,old,400000,6810000,2022,7,11,28,711,2022-07-11,400000-6810000,61.41097430391464,25.12663949026902,61.410974303915-25.126639490269-2022-07-11-bilberry,Paijanne Tavastia
579,lingonberry,2022-08-20,pine,old,400000,6810000,2022,8,20,33,820,2022-08-20,400000-6810000,61.41097430391464,25.12663949026902,61.410974303915-25.126639490269-2022-08-20-lingonberry,Paijanne Tavastia
580,bilberry,2021-07-12,pine,old,400000,6810000,2021,7,12,28,712,2021-07-12,400000-6810000,61.41097430391464,25.12663949026902,61.410974303915-25.126639490269-2021-07-12-bilberry,Paijanne Tavastia
581,lingonberry,2021-09-05,pine,old,400000,6810000,2021,9,5,35,905,2021-09-05,400000-6810000,61.41097430391464,25.12663949026902,61.410974303915-25.126639490269-2021-09-05-lingonberry,Paijanne Tavastia
582,lingonberry,2020-08-23,spruce,old,400000,6810000,2020,8,23,34,823,2020-08-23,400000-6810000,61.41097430391464,25.12663949026902,61.410974303915-25.126639490269-2020-08-23-lingonberry,Paijanne Tavastia
583,bilberry,2022-07-25,pine,old,440000,6910000,2022,7,25,30,725,2022-07-25,440000-6910000,62.31671924827594,25.842377501844176,62.316719248276-25.842377501844-2022-07-25-bilberry,Central Finland
584,bilberry,2022-07-29,spruce,old,330000,6900000,2022,7,29,30,729,2022-07-29,330000-6900000,62.19326997655176,23.732604259901144,62.193269976552-23.732604259901-2022-07-29-bilberry,Pirkanmaa
585,lingonberry,2022-08-21,pine,old,330000,6900000,2022,8,21,33,821,2022-08-21,330000-6900000,62.19326997655176,23.732604259901144,62.193269976552-23.732604259901-2022-08-21-lingonberry,Pirkanmaa
586,bilberry,2022-07-29,pine,clearing,490000,7470000,2022,7,29,30,729,2022-07-29,490000-7470000,67.34625743545892,26.767357485752843,67.346257435459-26.767357485753-2022-07-29-bilberry,Lapland
587,lingonberry,2022-08-13,pine,old,490000,7470000,2022,8,13,32,813,2022-08-13,490000-7470000,67.34625743545892,26.767357485752843,67.346257435459-26.767357485753-2022-08-13-lingonberry,Lapland
588,cloudberry,2022-07-29,pine,clearing,490000,7470000,2022,7,29,30,729,2022-07-29,490000-7470000,67.34625743545892,26.767357485752843,67.346257435459-26.767357485753-2022-07-29-cloudberry,Lapland
589,bilberry,2021-07-31,pine,old,490000,7470000,2021,7,31,30,731,2021-07-31,490000-7470000,67.34625743545892,26.767357485752843,67.346257435459-26.767357485753-2021-07-31-bilberry,Lapland
590,lingonberry,2021-08-30,pine,old,490000,7470000,2021,8,30,35,830,2021-08-30,490000-7470000,67.34625743545892,26.767357485752843,67.346257435459-26.767357485753-2021-08-30-lingonberry,Lapland
591,cloudberry,2021-07-14,pine,clearing,490000,7470000,2021,7,14,28,714,2021-07-14,490000-7470000,67.34625743545892,26.767357485752843,67.346257435459-26.767357485753-2021-07-14-cloudberry,Lapland
592,bilberry,2022-07-26,pine,old,590000,6900000,2022,7,26,30,726,2022-07-26,590000-6900000,62.22097372205076,28.731004239213508,62.220973722051-28.731004239214-2022-07-26-bilberry,Southern Savonia
593,bilberry,2021-07-21,pine,plantation,590000,6900000,2021,7,21,29,721,2021-07-21,590000-6900000,62.22097372205076,28.731004239213508,62.220973722051-28.731004239214-2021-07-21-bilberry,Southern Savonia
594,bilberry,2022-07-29,pine,old,620000,6830000,2022,7,29,30,729,2022-07-29,620000-6830000,61.58470220649786,29.26069108239177,61.584702206498-29.260691082392-2022-07-29-bilberry,South Karelia
595,bilberry,2021-07-19,pine,old,620000,6830000,2021,7,19,29,719,2021-07-19,620000-6830000,61.58470220649786,29.26069108239177,61.584702206498-29.260691082392-2021-07-19-bilberry,South Karelia
596,lingonberry,2021-08-29,pine,seedling,620000,6830000,2021,8,29,34,829,2021-08-29,620000-6830000,61.58470220649786,29.26069108239177,61.584702206498-29.260691082392-2021-08-29-lingonberry,South Karelia
597,bilberry,2022-07-23,spruce,plantation,340000,6860000,2022,7,23,29,723,2022-07-23,340000-6860000,61.83911284431336,23.96046157266524,61.839112844313-23.960461572665-2022-07-23-bilberry,Pirkanmaa
598,lingonberry,2022-09-04,pine,plantation,340000,6860000,2022,9,4,35,904,2022-09-04,340000-6860000,61.83911284431336,23.96046157266524,61.839112844313-23.960461572665-2022-09-04-lingonberry,Pirkanmaa
599,bilberry,2021-07-17,spruce,plantation,340000,6860000,2021,7,17,28,717,2021-07-17,340000-6860000,61.83911284431336,23.96046157266524,61.839112844313-23.960461572665-2021-07-17-bilberry,Pirkanmaa
600,lingonberry,2021-08-22,pine,plantation,340000,6860000,2021,8,22,33,822,2021-08-22,340000-6860000,61.83911284431336,23.96046157266524,61.839112844313-23.960461572665-2021-08-22-lingonberry,Pirkanmaa
601,bilberry,2020-07-24,spruce,old,340000,6860000,2020,7,24,30,724,2020-07-24,340000-6860000,61.83911284431336,23.96046157266524,61.839112844313-23.960461572665-2020-07-24-bilberry,Pirkanmaa
602,lingonberry,2020-09-03,pine,plantation,340000,6860000,2020,9,3,36,903,2020-09-03,340000-6860000,61.83911284431336,23.96046157266524,61.839112844313-23.960461572665-2020-09-03-lingonberry,Pirkanmaa
603,bilberry,2022-07-23,mixed,old,630000,6840000,2022,7,23,29,723,2022-07-23,630000-6840000,61.67114679637925,29.45598566968182,61.671146796379-29.455985669682-2022-07-23-bilberry,Southern Savonia
604,lingonberry,2022-09-07,mixed,old,630000,6840000,2022,9,7,36,907,2022-09-07,630000-6840000,61.67114679637925,29.45598566968182,61.671146796379-29.455985669682-2022-09-07-lingonberry,Southern Savonia
605,bilberry,2021-07-23,pine,old,630000,6840000,2021,7,23,29,723,2021-07-23,630000-6840000,61.67114679637925,29.45598566968182,61.671146796379-29.455985669682-2021-07-23-bilberry,Southern Savonia
606,lingonberry,2021-09-10,pine,old,630000,6840000,2021,9,10,36,910,2021-09-10,630000-6840000,61.67114679637925,29.45598566968182,61.671146796379-29.455985669682-2021-09-10-lingonberry,Southern Savonia
607,bilberry,2020-07-31,birch,old,630000,6840000,2020,7,31,31,731,2020-07-31,630000-6840000,61.67114679637925,29.45598566968182,61.671146796379-29.455985669682-2020-07-31-bilberry,Southern Savonia
608,bilberry,2022-07-19,pine,old,610000,6840000,2022,7,19,29,719,2022-07-19,610000-6840000,61.67739825610537,29.078464684854712,61.677398256105-29.078464684855-2022-07-19-bilberry,Southern Savonia
609,lingonberry,2022-09-03,pine,old,610000,6840000,2022,9,3,35,903,2022-09-03,610000-6840000,61.67739825610537,29.078464684854712,61.677398256105-29.078464684855-2022-09-03-lingonberry,Southern Savonia
610,bilberry,2021-07-24,pine,old,610000,6840000,2021,7,24,29,724,2021-07-24,610000-6840000,61.67739825610537,29.078464684854712,61.677398256105-29.078464684855-2021-07-24-bilberry,Southern Savonia
611,lingonberry,2021-09-11,pine,old,610000,6840000,2021,9,11,36,911,2021-09-11,610000-6840000,61.67739825610537,29.078464684854712,61.677398256105-29.078464684855-2021-09-11-lingonberry,Southern Savonia
612,bilberry,2020-07-20,pine,old,610000,6840000,2020,7,20,30,720,2020-07-20,610000-6840000,61.67739825610537,29.078464684854712,61.677398256105-29.078464684855-2020-07-20-bilberry,Southern Savonia
613,bilberry,2022-07-30,spruce,old,600000,7050000,2022,7,30,30,730,2022-07-30,600000-7050000,63.563958091980005,29.013431098545688,63.563958091980-29.013431098546-2022-07-30-bilberry,North Karelia
614,cloudberry,2022-07-22,spruce,old,600000,7050000,2022,7,22,29,722,2022-07-22,600000-7050000,63.563958091980005,29.013431098545688,63.563958091980-29.013431098546-2022-07-22-cloudberry,North Karelia
615,bilberry,2021-07-23,spruce,old,600000,7050000,2021,7,23,29,723,2021-07-23,600000-7050000,63.563958091980005,29.013431098545688,63.563958091980-29.013431098546-2021-07-23-bilberry,North Karelia
616,bilberry,2020-07-20,pine,plantation,600000,7050000,2020,7,20,30,720,2020-07-20,600000-7050000,63.563958091980005,29.013431098545688,63.563958091980-29.013431098546-2020-07-20-bilberry,North Karelia
617,lingonberry,2020-08-22,pine,plantation,600000,7050000,2020,8,22,34,822,2020-08-22,600000-7050000,63.563958091980005,29.013431098545688,63.563958091980-29.013431098546-2020-08-22-lingonberry,North Karelia
618,cloudberry,2020-07-20,pine,plantation,600000,7050000,2020,7,20,30,720,2020-07-20,600000-7050000,63.563958091980005,29.013431098545688,63.563958091980-29.013431098546-2020-07-20-cloudberry,North Karelia
619,bilberry,2022-08-03,pine,old,420000,7140000,2022,8,3,31,803,2022-08-03,420000-7140000,64.37638813279627,25.341948147708543,64.376388132796-25.341948147709-2022-08-03-bilberry,Northern Ostrobothnia
620,lingonberry,2022-09-18,pine,old,420000,7140000,2022,9,18,37,918,2022-09-18,420000-7140000,64.37638813279627,25.341948147708543,64.376388132796-25.341948147709-2022-09-18-lingonberry,Northern Ostrobothnia
621,bilberry,2021-08-05,pine,old,420000,7140000,2021,8,5,31,805,2021-08-05,420000-7140000,64.37638813279627,25.341948147708543,64.376388132796-25.341948147709-2021-08-05-bilberry,Northern Ostrobothnia
622,lingonberry,2021-09-07,pine,old,420000,7140000,2021,9,7,36,907,2021-09-07,420000-7140000,64.37638813279627,25.341948147708543,64.376388132796-25.341948147709-2021-09-07-lingonberry,Northern Ostrobothnia
623,bilberry,2020-07-28,pine,old,420000,7140000,2020,7,28,31,728,2020-07-28,420000-7140000,64.37638813279627,25.341948147708543,64.376388132796-25.341948147709-2020-07-28-bilberry,Northern Ostrobothnia
624,lingonberry,2020-08-21,pine,old,420000,7140000,2020,8,21,34,821,2020-08-21,420000-7140000,64.37638813279627,25.341948147708543,64.376388132796-25.341948147709-2020-08-21-lingonberry,Northern Ostrobothnia
625,bilberry,2022-08-02,pine,plantation,550000,7370000,2022,8,2,31,802,2022-08-02,550000-7370000,66.44534898787208,28.12130079833758,66.445348987872-28.121300798338-2022-08-02-bilberry,Lapland
626,lingonberry,2022-09-13,pine,plantation,550000,7370000,2022,9,13,37,913,2022-09-13,550000-7370000,66.44534898787208,28.12130079833758,66.445348987872-28.121300798338-2022-09-13-lingonberry,Lapland
627,cloudberry,2022-07-21,pine,plantation,550000,7370000,2022,7,21,29,721,2022-07-21,550000-7370000,66.44534898787208,28.12130079833758,66.445348987872-28.121300798338-2022-07-21-cloudberry,Lapland
628,bilberry,2021-07-27,pine,old,550000,7370000,2021,7,27,30,727,2021-07-27,550000-7370000,66.44534898787208,28.12130079833758,66.445348987872-28.121300798338-2021-07-27-bilberry,Lapland
629,lingonberry,2021-09-02,pine,old,550000,7370000,2021,9,2,35,902,2021-09-02,550000-7370000,66.44534898787208,28.12130079833758,66.445348987872-28.121300798338-2021-09-02-lingonberry,Lapland
630,cloudberry,2021-07-27,pine,old,550000,7370000,2021,7,27,30,727,2021-07-27,550000-7370000,66.44534898787208,28.12130079833758,66.445348987872-28.121300798338-2021-07-27-cloudberry,Lapland
631,cloudberry,2020-07-25,pine,seedling,550000,7370000,2020,7,25,30,725,2020-07-25,550000-7370000,66.44534898787208,28.12130079833758,66.445348987872-28.121300798338-2020-07-25-cloudberry,Lapland
632,bilberry,2022-08-05,pine,old,420000,6730000,2022,8,5,31,805,2022-08-05,420000-6730000,60.697620609171935,25.53468288246813,60.697620609172-25.534682882468-2022-08-05-bilberry,Uusimaa
633,bilberry,2022-07-26,pine,old,450000,6760000,2022,7,26,30,726,2022-07-26,450000-6760000,60.97181121791372,26.07634422315638,60.971811217914-26.076344223156-2022-07-26-bilberry,Paijanne Tavastia
634,lingonberry,2022-09-03,pine,old,450000,6760000,2022,9,3,35,903,2022-09-03,450000-6760000,60.97181121791372,26.07634422315638,60.971811217914-26.076344223156-2022-09-03-lingonberry,Paijanne Tavastia
635,bilberry,2021-08-14,pine,old,450000,6760000,2021,8,14,32,814,2021-08-14,450000-6760000,60.97181121791372,26.07634422315638,60.971811217914-26.076344223156-2021-08-14-bilberry,Paijanne Tavastia
636,lingonberry,2021-08-22,pine,old,450000,6760000,2021,8,22,33,822,2021-08-22,450000-6760000,60.97181121791372,26.07634422315638,60.971811217914-26.076344223156-2021-08-22-lingonberry,Paijanne Tavastia
637,bilberry,2020-07-16,spruce,old,450000,6760000,2020,7,16,29,716,2020-07-16,450000-6760000,60.97181121791372,26.07634422315638,60.971811217914-26.076344223156-2020-07-16-bilberry,Paijanne Tavastia
638,lingonberry,2020-09-12,spruce,old,450000,6760000,2020,9,12,37,912,2020-09-12,450000-6760000,60.97181121791372,26.07634422315638,60.971811217914-26.076344223156-2020-09-12-lingonberry,Paijanne Tavastia
639,bilberry,2022-07-23,spruce,old,500000,7330000,2022,7,23,29,723,2022-07-23,500000-7330000,66.09052103411193,27.000022265011083,66.090521034112-27.000022265011-2022-07-23-bilberry,Lapland
640,cloudberry,2022-07-23,spruce,clearing,500000,7330000,2022,7,23,29,723,2022-07-23,500000-7330000,66.09052103411193,27.000022265011083,66.090521034112-27.000022265011-2022-07-23-cloudberry,Lapland
641,bilberry,2021-07-30,spruce,plantation,500000,7330000,2021,7,30,30,730,2021-07-30,500000-7330000,66.09052103411193,27.000022265011083,66.090521034112-27.000022265011-2021-07-30-bilberry,Lapland
642,bilberry,2022-08-14,spruce,old,630000,7120000,2022,8,14,32,814,2022-08-14,630000-7120000,64.18174182123438,29.67584524583947,64.181741821234-29.675845245839-2022-08-14-bilberry,Kainuu
643,bilberry,2022-08-07,spruce,plantation,240000,6930000,2022,8,7,31,807,2022-08-07,240000-6930000,62.41008591934507,21.964546229480245,62.410085919345-21.964546229480-2022-08-07-bilberry,Southern Ostrobothnia
644,lingonberry,2022-08-23,pine,plantation,240000,6930000,2022,8,23,34,823,2022-08-23,240000-6930000,62.41008591934507,21.964546229480245,62.410085919345-21.964546229480-2022-08-23-lingonberry,Southern Ostrobothnia
645,bilberry,2021-08-20,spruce,old,240000,6930000,2021,8,20,33,820,2021-08-20,240000-6930000,62.41008591934507,21.964546229480245,62.410085919345-21.964546229480-2021-08-20-bilberry,Southern Ostrobothnia
646,lingonberry,2021-08-20,pine,plantation,240000,6930000,2021,8,20,33,820,2021-08-20,240000-6930000,62.41008591934507,21.964546229480245,62.410085919345-21.964546229480-2021-08-20-lingonberry,Southern Ostrobothnia
647,bilberry,2020-08-16,spruce,plantation,240000,6930000,2020,8,16,33,816,2020-08-16,240000-6930000,62.41008591934507,21.964546229480245,62.410085919345-21.964546229480-2020-08-16-bilberry,Southern Ostrobothnia
648,lingonberry,2020-08-26,pine,plantation,240000,6930000,2020,8,26,35,826,2020-08-26,240000-6930000,62.41008591934507,21.964546229480245,62.410085919345-21.964546229480-2020-08-26-lingonberry,Southern Ostrobothnia
649,bilberry,2022-08-12,spruce,plantation,300000,6890000,2022,8,12,32,812,2022-08-12,300000-6890000,62.08894649576143,23.16877563049564,62.088946495761-23.168775630496-2022-08-12-bilberry,Pirkanmaa
650,bilberry,2020-08-03,pine,old,300000,6890000,2020,8,3,32,803,2020-08-03,300000-6890000,62.08894649576143,23.16877563049564,62.088946495761-23.168775630496-2020-08-03-bilberry,Pirkanmaa
651,lingonberry,2020-09-10,pine,old,300000,6890000,2020,9,10,37,910,2020-09-10,300000-6890000,62.08894649576143,23.16877563049564,62.088946495761-23.168775630496-2020-09-10-lingonberry,Pirkanmaa
652,bilberry,2022-07-24,pine,old,590000,7190000,2022,7,24,29,724,2022-07-24,590000-7190000,64.82231765570197,28.89619342969269,64.822317655702-28.896193429693-2022-07-24-bilberry,Kainuu
653,lingonberry,2022-08-01,pine,old,590000,7190000,2022,8,1,31,801,2022-08-01,590000-7190000,64.82231765570197,28.89619342969269,64.822317655702-28.896193429693-2022-08-01-lingonberry,Kainuu
654,bilberry,2021-07-22,pine,old,590000,7190000,2021,7,22,29,722,2021-07-22,590000-7190000,64.82231765570197,28.89619342969269,64.822317655702-28.896193429693-2021-07-22-bilberry,Kainuu
655,lingonberry,2021-09-04,pine,old,590000,7190000,2021,9,4,35,904,2021-09-04,590000-7190000,64.82231765570197,28.89619342969269,64.822317655702-28.896193429693-2021-09-04-lingonberry,Kainuu
656,bilberry,2019-07-23,pine,old,590000,7190000,2019,7,23,30,723,2019-07-23,590000-7190000,64.82231765570197,28.89619342969269,64.822317655702-28.896193429693-2019-07-23-bilberry,Kainuu
657,lingonberry,2019-08-11,pine,old,590000,7190000,2019,8,11,32,811,2019-08-11,590000-7190000,64.82231765570197,28.89619342969269,64.822317655702-28.896193429693-2019-08-11-lingonberry,Kainuu
658,bilberry,2020-07-28,pine,old,590000,7190000,2020,7,28,31,728,2020-07-28,590000-7190000,64.82231765570197,28.89619342969269,64.822317655702-28.896193429693-2020-07-28-bilberry,Kainuu
659,lingonberry,2020-08-23,pine,old,590000,7190000,2020,8,23,34,823,2020-08-23,590000-7190000,64.82231765570197,28.89619342969269,64.822317655702-28.896193429693-2020-08-23-lingonberry,Kainuu
660,bilberry,2022-08-16,spruce,old,380000,7330000,2022,8,16,33,816,2022-08-16,380000-7330000,66.06774283829691,24.3483826619598,66.067742838297-24.348382661960-2022-08-16-bilberry,Lapland
661,cloudberry,2022-07-18,pine,plantation,380000,7330000,2022,7,18,29,718,2022-07-18,380000-7330000,66.06774283829691,24.3483826619598,66.067742838297-24.348382661960-2022-07-18-cloudberry,Lapland
662,bilberry,2021-08-06,spruce,old,380000,7330000,2021,8,6,31,806,2021-08-06,380000-7330000,66.06774283829691,24.3483826619598,66.067742838297-24.348382661960-2021-08-06-bilberry,Lapland
663,cloudberry,2021-07-16,pine,plantation,380000,7330000,2021,7,16,28,716,2021-07-16,380000-7330000,66.06774283829691,24.3483826619598,66.067742838297-24.348382661960-2021-07-16-cloudberry,Lapland
664,bilberry,2019-08-07,spruce,old,380000,7330000,2019,8,7,32,807,2019-08-07,380000-7330000,66.06774283829691,24.3483826619598,66.067742838297-24.348382661960-2019-08-07-bilberry,Lapland
665,bilberry,2020-08-03,spruce,plantation,380000,7330000,2020,8,3,32,803,2020-08-03,380000-7330000,66.06774283829691,24.3483826619598,66.067742838297-24.348382661960-2020-08-03-bilberry,Lapland
666,cloudberry,2020-07-27,pine,plantation,380000,7330000,2020,7,27,31,727,2020-07-27,380000-7330000,66.06774283829691,24.3483826619598,66.067742838297-24.348382661960-2020-07-27-cloudberry,Lapland
667,bilberry,2022-07-30,pine,plantation,390000,6750000,2022,7,30,30,730,2022-07-30,390000-6750000,60.86993987273163,24.974238660460337,60.869939872732-24.974238660460-2022-07-30-bilberry,Haeme
668,lingonberry,2022-08-18,pine,plantation,390000,6750000,2022,8,18,33,818,2022-08-18,390000-6750000,60.86993987273163,24.974238660460337,60.869939872732-24.974238660460-2022-08-18-lingonberry,Haeme
669,bilberry,2021-07-25,pine,plantation,390000,6750000,2021,7,25,29,725,2021-07-25,390000-6750000,60.86993987273163,24.974238660460337,60.869939872732-24.974238660460-2021-07-25-bilberry,Haeme
670,lingonberry,2021-08-13,pine,plantation,390000,6750000,2021,8,13,32,813,2021-08-13,390000-6750000,60.86993987273163,24.974238660460337,60.869939872732-24.974238660460-2021-08-13-lingonberry,Haeme
671,bilberry,2020-07-26,pine,plantation,390000,6750000,2020,7,26,30,726,2020-07-26,390000-6750000,60.86993987273163,24.974238660460337,60.869939872732-24.974238660460-2020-07-26-bilberry,Haeme
672,lingonberry,2020-08-02,pine,plantation,390000,6750000,2020,8,2,31,802,2020-08-02,390000-6750000,60.86993987273163,24.974238660460337,60.869939872732-24.974238660460-2020-08-02-lingonberry,Haeme
673,bilberry,2022-07-25,spruce,old,310000,6700000,2022,7,25,30,725,2022-07-25,310000-6700000,60.39162829965233,23.55170808018886,60.391628299652-23.551708080189-2022-07-25-bilberry,Varsinais-Suomi
674,bilberry,2022-07-19,spruce,old,240000,6870000,2022,7,19,29,719,2022-07-19,240000-6870000,61.87354523693531,22.053058599542886,61.873545236935-22.053058599543-2022-07-19-bilberry,Satakunta
675,lingonberry,2022-08-13,pine,old,240000,6870000,2022,8,13,32,813,2022-08-13,240000-6870000,61.87354523693531,22.053058599542886,61.873545236935-22.053058599543-2022-08-13-lingonberry,Satakunta
676,bilberry,2021-07-17,spruce,old,240000,6870000,2021,7,17,28,717,2021-07-17,240000-6870000,61.87354523693531,22.053058599542886,61.873545236935-22.053058599543-2021-07-17-bilberry,Satakunta
677,lingonberry,2021-08-29,pine,old,240000,6870000,2021,8,29,34,829,2021-08-29,240000-6870000,61.87354523693531,22.053058599542886,61.873545236935-22.053058599543-2021-08-29-lingonberry,Satakunta
678,bilberry,2020-07-25,spruce,old,240000,6870000,2020,7,25,30,725,2020-07-25,240000-6870000,61.87354523693531,22.053058599542886,61.873545236935-22.053058599543-2020-07-25-bilberry,Satakunta
679,lingonberry,2020-09-02,pine,old,240000,6870000,2020,9,2,36,902,2020-09-02,240000-6870000,61.87354523693531,22.053058599542886,61.873545236935-22.053058599543-2020-09-02-lingonberry,Satakunta
680,bilberry,2022-07-24,pine,plantation,650000,7130000,2022,7,24,29,724,2022-07-24,650000-7130000,64.26322799288499,30.096842705717464,64.263227992885-30.096842705717-2022-07-24-bilberry,Republic of Karelia
681,lingonberry,2022-08-14,pine,old,650000,7130000,2022,8,14,32,814,2022-08-14,650000-7130000,64.26322799288499,30.096842705717464,64.263227992885-30.096842705717-2022-08-14-lingonberry,Republic of Karelia
682,bilberry,2021-07-11,pine,plantation,650000,7130000,2021,7,11,27,711,2021-07-11,650000-7130000,64.26322799288499,30.096842705717464,64.263227992885-30.096842705717-2021-07-11-bilberry,Republic of Karelia
683,lingonberry,2021-08-21,pine,seedling,650000,7130000,2021,8,21,33,821,2021-08-21,650000-7130000,64.26322799288499,30.096842705717464,64.263227992885-30.096842705717-2021-08-21-lingonberry,Republic of Karelia
684,bilberry,2019-07-20,pine,old,650000,7130000,2019,7,20,29,720,2019-07-20,650000-7130000,64.26322799288499,30.096842705717464,64.263227992885-30.096842705717-2019-07-20-bilberry,Republic of Karelia
685,lingonberry,2019-09-01,pine,plantation,650000,7130000,2019,9,1,35,901,2019-09-01,650000-7130000,64.26322799288499,30.096842705717464,64.263227992885-30.096842705717-2019-09-01-lingonberry,Republic of Karelia
686,bilberry,2020-07-18,pine,seedling,650000,7130000,2020,7,18,29,718,2020-07-18,650000-7130000,64.26322799288499,30.096842705717464,64.263227992885-30.096842705717-2020-07-18-bilberry,Republic of Karelia
687,lingonberry,2020-08-30,pine,seedling,650000,7130000,2020,8,30,35,830,2020-08-30,650000-7130000,64.26322799288499,30.096842705717464,64.263227992885-30.096842705717-2020-08-30-lingonberry,Republic of Karelia
688,bilberry,2022-08-13,pine,plantation,620000,7100000,2022,8,13,32,813,2022-08-13,620000-7100000,64.00605621588757,29.454399062118203,64.006056215888-29.454399062118-2022-08-13-bilberry,Kainuu
689,lingonberry,2022-09-03,pine,plantation,620000,7100000,2022,9,3,35,903,2022-09-03,620000-7100000,64.00605621588757,29.454399062118203,64.006056215888-29.454399062118-2022-09-03-lingonberry,Kainuu
690,bilberry,2021-07-29,pine,plantation,620000,7100000,2021,7,29,30,729,2021-07-29,620000-7100000,64.00605621588757,29.454399062118203,64.006056215888-29.454399062118-2021-07-29-bilberry,Kainuu
691,lingonberry,2021-09-18,pine,plantation,620000,7100000,2021,9,18,37,918,2021-09-18,620000-7100000,64.00605621588757,29.454399062118203,64.006056215888-29.454399062118-2021-09-18-lingonberry,Kainuu
692,bilberry,2019-08-10,pine,seedling,620000,7100000,2019,8,10,32,810,2019-08-10,620000-7100000,64.00605621588757,29.454399062118203,64.006056215888-29.454399062118-2019-08-10-bilberry,Kainuu
693,lingonberry,2019-08-10,pine,seedling,620000,7100000,2019,8,10,32,810,2019-08-10,620000-7100000,64.00605621588757,29.454399062118203,64.006056215888-29.454399062118-2019-08-10-lingonberry,Kainuu
694,bilberry,2020-07-31,pine,plantation,620000,7100000,2020,7,31,31,731,2020-07-31,620000-7100000,64.00605621588757,29.454399062118203,64.006056215888-29.454399062118-2020-07-31-bilberry,Kainuu
695,lingonberry,2020-08-11,pine,plantation,620000,7100000,2020,8,11,33,811,2020-08-11,620000-7100000,64.00605621588757,29.454399062118203,64.006056215888-29.454399062118-2020-08-11-lingonberry,Kainuu
696,bilberry,2022-07-22,spruce,seedling,530000,6990000,2022,7,22,29,722,2022-07-22,530000-6990000,63.0383434930796,27.593074692532845,63.038343493080-27.593074692533-2022-07-22-bilberry,Northern Savo
697,lingonberry,2022-08-26,pine,seedling,530000,6990000,2022,8,26,34,826,2022-08-26,530000-6990000,63.0383434930796,27.593074692532845,63.038343493080-27.593074692533-2022-08-26-lingonberry,Northern Savo
698,bilberry,2021-09-01,spruce,plantation,530000,6990000,2021,9,1,35,901,2021-09-01,530000-6990000,63.0383434930796,27.593074692532845,63.038343493080-27.593074692533-2021-09-01-bilberry,Northern Savo
699,lingonberry,2021-08-28,pine,seedling,530000,6990000,2021,8,28,34,828,2021-08-28,530000-6990000,63.0383434930796,27.593074692532845,63.038343493080-27.593074692533-2021-08-28-lingonberry,Northern Savo
700,bilberry,2020-07-29,pine,plantation,530000,6990000,2020,7,29,31,729,2020-07-29,530000-6990000,63.0383434930796,27.593074692532845,63.038343493080-27.593074692533-2020-07-29-bilberry,Northern Savo
701,bilberry,2022-08-03,birch,old,540000,7070000,2022,8,3,31,803,2022-08-03,540000-7070000,63.75529738665462,27.810740884660145,63.755297386655-27.810740884660-2022-08-03-bilberry,Northern Savo
702,lingonberry,2022-08-26,spruce,seedling,540000,7070000,2022,8,26,34,826,2022-08-26,540000-7070000,63.75529738665462,27.810740884660145,63.755297386655-27.810740884660-2022-08-26-lingonberry,Northern Savo
703,bilberry,2021-07-01,birch,seedling,540000,7070000,2021,7,1,26,701,2021-07-01,540000-7070000,63.75529738665462,27.810740884660145,63.755297386655-27.810740884660-2021-07-01-bilberry,Northern Savo
704,lingonberry,2021-08-31,spruce,seedling,540000,7070000,2021,8,31,35,831,2021-08-31,540000-7070000,63.75529738665462,27.810740884660145,63.755297386655-27.810740884660-2021-08-31-lingonberry,Northern Savo
705,bilberry,2022-08-07,pine,plantation,270000,6930000,2022,8,7,31,807,2022-08-07,270000-6930000,62.42983564954441,22.543331909585323,62.429835649544-22.543331909585-2022-08-07-bilberry,Southern Ostrobothnia
706,lingonberry,2022-09-06,pine,plantation,270000,6930000,2022,9,6,36,906,2022-09-06,270000-6930000,62.42983564954441,22.543331909585323,62.429835649544-22.543331909585-2022-09-06-lingonberry,Southern Ostrobothnia
707,bilberry,2022-07-27,spruce,old,520000,7300000,2022,7,27,30,727,2022-07-27,520000-7300000,65.82074740991797,27.43761533629276,65.820747409918-27.437615336293-2022-07-27-bilberry,Northern Ostrobothnia
708,lingonberry,2022-09-03,spruce,plantation,520000,7300000,2022,9,3,35,903,2022-09-03,520000-7300000,65.82074740991797,27.43761533629276,65.820747409918-27.437615336293-2022-09-03-lingonberry,Northern Ostrobothnia
